standard_type,age_group,age,gender,event,course,b,bb,a,aa,aaa,aaaa
single_age,,13,girls,50 fl,lcm,41.19,38.29,35.29,33.89,32.39,30.89
single_age,,13,girls,100 fl,lcm,89.89,83.49,76.99,73.79,70.59,67.39
single_age,,13,girls,200 fl,lcm,201.29,186.89,172.59,165.39,158.19,150.99
single_age,,13,girls,200 im,lcm,202.39,187.89,173.49,166.19,158.99,151.79
single_age,,13,girls,400 im,lcm,429.89,399.19,368.49,353.09,337.79,322.39
single_age,,13,boys,50 fr,lcm,26.79,27.99,29.29,30.59,33.09,35.69
single_age,,13,boys,100 fr,lcm,58.69,61.49,64.29,67.09,72.59,78.19
single_age,,13,boys,200 fr,lcm,127.49,133.59,139.69,145.69,157.89,169.99
single_age,,13,boys,400 fr,lcm,269.99,282.79,295.69,308.49,334.19,359.89
single_age,,13,boys,800 fr,lcm,563.49,590.29,617.19,643.99,697.69,751.29
single_age,,13,boys,1500 fr,lcm,1079.19,1130.59,1181.99,1233.39,1336.19,1438.89
single_age,,13,boys,50 bk,lcm,30.89,32.39,33.89,35.39,38.29,41.19
single_age,,13,boys,100 bk,lcm,65.59,68.69,71.79,74.89,81.09,87.39
single_age,,13,boys,200 bk,lcm,142.39,149.09,155.89,162.69,176.19,189.79
single_age,,13,boys,50 br,lcm,34.49,36.09,37.69,39.39,42.59,45.89
single_age,,13,boys,100 br,lcm,72.89,76.39,79.89,83.29,90.29,97.19
single_age,,13,boys,200 br,lcm,159.99,167.69,175.29,182.89,198.09,213.39
single_age,,13,boys,50 fl,lcm,29.29,30.69,32.09,33.49,36.29,38.99
single_age,,13,boys,100 fl,lcm,63.09,66.09,69.09,72.09,78.09,84.09
single_age,,13,boys,200 fl,lcm,141.69,148.49,155.19,161.99,175.49,188.89
single_age,,13,boys,200 im,lcm,142.79,149.59,156.39,163.19,176.79,190.39
single_age,,13,boys,400 im,lcm,304.99,319.59,334.09,348.59,377.69,406.69
single_age,,14,girls,50 fr,lcm,37.39,34.69,31.99,30.69,29.39,27.99
single_age,,14,girls,100 fr,lcm,81.19,75.39,69.59,66.69,63.79,60.89
single_age,,14,girls,200 fr,lcm,175.49,162.99,150.39,144.19,137.89,131.59
single_age,,14,girls,400 fr,lcm,368.89,342.49,316.19,302.99,289.79,276.69
single_age,,14,girls,800 fr,lcm,766.09,711.39,656.69,629.29,601.99,574.59
single_age,,14,girls,1500 fr,lcm,1472.59,1367.39,1262.19,1209.59,1157.09,1104.49
single_age,,14,girls,50 bk,lcm,42.69,39.69,36.59,35.09,33.59,31.99
single_age,,14,girls,100 bk,lcm,89.99,83.59,77.09,73.89,70.69,67.49
single_age,,14,girls,200 bk,lcm,193.99,180.09,166.29,159.29,152.39,145.49
single_age,,14,girls,50 br,lcm,47.89,44.49,41.09,39.39,37.59,35.89
single_age,,14,girls,100 br,lcm,102.39,95.09,87.79,84.19,80.49,76.79
single_age,,14,girls,200 br,lcm,220.79,205.09,189.29,181.39,173.49,165.59
single_age,,14,girls,50 fl,lcm,39.99,37.09,34.29,32.79,31.39,29.99
single_age,,14,girls,100 fl,lcm,87.39,81.19,74.99,71.79,68.69,65.59
single_age,,14,girls,200 fl,lcm,196.79,182.79,168.69,161.69,154.59,147.59
single_age,,14,girls,200 im,lcm,197.39,183.29,169.19,162.09,155.09,148.09
single_age,,14,girls,400 im,lcm,418.49,388.59,358.69,343.79,328.79,313.89
single_age,,14,boys,50 fr,lcm,25.69,26.89,28.19,29.39,31.79,34.29
single_age,,14,boys,100 fr,lcm,56.39,58.99,61.69,64.39,69.79,75.09
single_age,,14,boys,200 fr,lcm,122.99,128.89,134.69,140.59,152.29,163.99
single_age,,14,boys,400 fr,lcm,262.49,274.99,287.49,299.89,324.89,349.89
single_age,,14,boys,800 fr,lcm,543.69,569.59,595.49,621.39,673.09,724.89
single_age,,14,boys,1500 fr,lcm,1043.49,1093.19,1142.89,1192.59,1291.99,1391.39
single_age,,14,boys,50 bk,lcm,29.69,31.09,32.49,33.89,36.69,39.49
single_age,,14,boys,100 bk,lcm,62.79,65.79,68.69,71.69,77.69,83.69
single_age,,14,boys,200 bk,lcm,136.49,142.99,149.49,155.99,168.99,181.99
single_age,,14,boys,50 br,lcm,33.09,34.69,36.29,37.79,40.99,44.09
single_age,,14,boys,100 br,lcm,70.49,73.89,77.19,80.59,87.29,93.99
single_age,,14,boys,200 br,lcm,152.99,160.19,167.49,174.79,189.39,203.89
single_age,,14,boys,50 fl,lcm,27.99,29.29,30.59,31.99,34.59,37.29
single_age,,14,boys,100 fl,lcm,60.29,63.09,65.99,68.89,74.59,80.29
single_age,,14,boys,200 fl,lcm,135.09,141.49,147.89,154.39,167.19,180.09
single_age,,14,boys,200 im,lcm,137.29,143.79,150.29,156.89,169.89,182.99
single_age,,14,boys,400 im,lcm,293.49,307.49,321.49,335.49,363.39,391.39
single_age,,15,girls,50 fr,lcm,36.79,34.19,31.59,30.29,28.99,27.59
single_age,,15,girls,100 fr,lcm,79.49,73.79,68.19,65.29,62.49,59.69
single_age,,15,girls,200 fr,lcm,172.49,160.19,147.79,141.69,135.49,129.39
single_age,,15,girls,400 fr,lcm,362.89,336.99,311.09,298.09,285.19,272.19
single_age,,15,girls,800 fr,lcm,747.79,694.29,640.89,614.19,587.49,560.79
single_age,,15,girls,1500 fr,lcm,1431.99,1329.69,1227.49,1176.29,1125.19,1073.99
single_age,,15,girls,100 bk,lcm,88.29,81.99,75.69,72.59,69.39,66.29
single_age,,15,girls,200 bk,lcm,189.89,176.39,162.79,155.99,149.19,142.49
single_age,,15,girls,100 br,lcm,100.19,92.99,85.89,82.29,78.69,75.09
single_age,,15,girls,200 br,lcm,216.79,201.29,185.79,178.09,170.29,162.59
single_age,,15,girls,100 fl,lcm,85.79,79.59,73.49,70.49,67.39,64.29
single_age,,15,girls,200 fl,lcm,190.89,177.29,163.59,156.79,149.99,143.19
single_age,,15,girls,200 im,lcm,194.49,180.59,166.69,159.79,152.79,145.89
single_age,,15,girls,400 im,lcm,413.99,384.39,354.89,340.09,325.29,310.49
single_age,,15,boys,50 fr,lcm,24.99,26.19,27.39,28.59,30.99,33.29
single_age,,15,boys,100 fr,lcm,54.49,57.09,59.69,62.29,67.49,72.69
single_age,,15,boys,200 fr,lcm,119.99,125.79,131.49,137.19,148.59,159.99
single_age,,15,boys,400 fr,lcm,255.59,267.79,279.89,292.09,316.39,340.79
single_age,,15,boys,800 fr,lcm,528.49,553.59,578.79,603.89,654.29,704.59
single_age,,15,boys,1500 fr,lcm,1019.19,1067.69,1116.29,1164.79,1261.79,1358.89
single_age,,15,boys,100 bk,lcm,60.89,63.79,66.69,69.59,75.39,81.19
single_age,,15,boys,200 bk,lcm,132.19,138.49,144.79,151.09,163.69,176.19
single_age,,15,boys,100 br,lcm,68.59,71.79,75.09,78.39,84.89,91.39
single_age,,15,boys,200 br,lcm,149.99,157.09,164.19,171.39,185.69,199.89
single_age,,15,boys,100 fl,lcm,58.89,61.69,64.49,67.29,72.89,78.59
single_age,,15,boys,200 fl,lcm,131.79,137.99,144.29,150.59,163.09,175.69
single_age,,15,boys,200 im,lcm,134.09,140.49,146.89,153.19,165.99,178.79
single_age,,15,boys,400 im,lcm,288.19,301.89,315.59,329.29,356.69,384.19
single_age,,16,girls,50 fr,lcm,36.39,33.79,31.19,29.89,28.59,27.29
single_age,,16,girls,100 fr,lcm,78.49,72.89,67.29,64.49,61.69,58.89
single_age,,16,girls,200 fr,lcm,169.49,157.39,145.29,139.29,133.19,127.09
single_age,,16,girls,400 fr,lcm,358.99,333.29,307.69,294.89,282.09,269.29
single_age,,16,girls,800 fr,lcm,741.19,688.29,635.29,608.89,582.39,555.89
single_age,,16,girls,1500 fr,lcm,1425.29,1323.49,1221.69,1170.79,1119.89,1068.99
single_age,,16,girls,100 bk,lcm,87.49,81.19,74.99,71.89,68.79,65.59
single_age,,16,girls,200 bk,lcm,187.89,174.49,160.99,154.29,147.59,140.89
single_age,,16,girls,100 br,lcm,99.19,92.09,85.09,81.49,77.99,74.39
single_age,,16,girls,200 br,lcm,212.79,197.59,182.39,174.79,167.19,159.59
single_age,,16,girls,100 fl,lcm,84.39,78.39,72.39,69.29,66.29,63.29
single_age,,16,girls,200 fl,lcm,188.19,174.69,161.29,154.59,147.89,141.09
single_age,,16,girls,200 im,lcm,191.69,178.09,164.39,157.49,150.69,143.79
single_age,,16,girls,400 im,lcm,407.99,378.79,349.69,335.09,320.59,305.99
single_age,,16,boys,50 fr,lcm,24.79,25.89,27.09,28.29,30.59,32.99
single_age,,16,boys,100 fr,lcm,53.89,56.49,58.99,61.59,66.69,71.89
single_age,,16,boys,200 fr,lcm,117.99,123.59,129.19,134.79,145.99,157.29
single_age,,16,boys,400 fr,lcm,251.69,263.69,275.69,287.59,311.59,335.59
single_age,,16,boys,800 fr,lcm,521.69,546.49,571.29,596.19,645.79,695.49
single_age,,16,boys,1500 fr,lcm,1003.79,1051.59,1099.39,1147.19,1242.79,1338.39
single_age,,16,boys,100 bk,lcm,59.59,62.49,65.29,68.09,73.79,79.49
single_age,,16,boys,200 bk,lcm,129.19,135.39,141.49,147.69,159.99,172.29
single_age,,16,boys,100 br,lcm,67.39,70.59,73.79,76.99,83.49,89.89
single_age,,16,boys,200 br,lcm,146.49,153.49,160.49,167.49,181.39,195.39
single_age,,16,boys,100 fl,lcm,57.79,60.49,63.19,65.99,71.49,76.99
single_age,,16,boys,200 fl,lcm,129.19,135.39,141.59,147.79,159.99,172.29
single_age,,16,boys,200 im,lcm,132.39,138.69,144.99,151.29,163.89,176.49
single_age,,16,boys,400 im,lcm,282.09,295.59,308.99,322.39,349.29,376.19
single_age,,17,girls,50 fr,lcm,36.09,33.59,30.99,29.69,28.39,27.09
single_age,,17,girls,100 fr,lcm,78.29,72.69,67.09,64.29,61.49,58.69
single_age,,17,girls,200 fr,lcm,169.39,157.29,145.19,139.19,133.09,127.09
single_age,,17,girls,400 fr,lcm,357.79,332.19,306.69,293.89,281.09,268.29
single_age,,17,girls,800 fr,lcm,741.29,688.39,635.39,608.99,582.49,555.99
single_age,,17,girls,1500 fr,lcm,1413.89,1312.89,1211.89,1161.39,1110.89,1060.39
single_age,,17,girls,100 bk,lcm,87.09,80.89,74.59,71.49,68.39,65.29
single_age,,17,girls,200 bk,lcm,188.69,175.19,161.69,154.99,148.19,141.49
single_age,,17,girls,100 br,lcm,98.29,91.29,84.19,80.69,77.19,73.69
single_age,,17,girls,200 br,lcm,213.09,197.89,182.59,174.99,167.39,159.79
single_age,,17,girls,100 fl,lcm,84.29,78.29,72.29,69.29,66.29,63.29
single_age,,17,girls,200 fl,lcm,186.49,173.19,159.89,153.19,146.49,139.89
single_age,,17,girls,200 im,lcm,190.79,177.19,163.59,156.69,149.89,143.09
single_age,,17,girls,400 im,lcm,404.79,375.89,346.99,332.59,318.09,303.59
single_age,,17,boys,50 fr,lcm,24.39,25.49,26.69,27.79,30.19,32.49
single_age,,17,boys,100 fr,lcm,52.99,55.59,58.09,60.59,65.69,70.69
single_age,,17,boys,200 fr,lcm,116.59,122.19,127.69,133.29,144.39,155.49
single_age,,17,boys,400 fr,lcm,248.69,260.59,272.39,284.29,307.89,331.59
single_age,,17,boys,800 fr,lcm,516.89,541.49,566.19,590.79,639.99,689.19
single_age,,17,boys,1500 fr,lcm,991.89,1039.09,1086.39,1133.59,1227.99,1322.49
single_age,,17,boys,100 bk,lcm,59.09,61.89,64.69,67.49,73.09,78.69
single_age,,17,boys,200 bk,lcm,128.69,134.79,140.99,147.09,159.29,171.59
single_age,,17,boys,100 br,lcm,66.09,69.19,72.39,75.49,81.79,88.09
single_age,,17,boys,200 br,lcm,144.19,150.99,157.89,164.69,178.49,192.19
single_age,,17,boys,100 fl,lcm,56.99,59.69,62.39,65.19,70.59,75.99
single_age,,17,boys,200 fl,lcm,127.19,133.19,139.29,145.39,157.49,169.59
single_age,,17,boys,200 im,lcm,129.99,136.19,142.39,148.59,160.89,173.29
single_age,,17,boys,400 im,lcm,279.09,292.39,305.69,318.99,345.59,372.19
single_age,,18,girls,50 fr,lcm,36.09,33.49,30.99,29.69,28.39,27.09
single_age,,18,girls,100 fr,lcm,78.09,72.59,66.99,64.19,61.39,58.59
single_age,,18,girls,200 fr,lcm,169.29,157.19,145.09,139.09,132.99,126.99
single_age,,18,girls,400 fr,lcm,357.09,331.59,306.09,293.39,280.59,267.79
single_age,,18,girls,800 fr,lcm,740.19,687.29,634.39,607.99,581.59,555.09
single_age,,18,girls,1500 fr,lcm,1417.19,1315.89,1214.69,1164.09,1113.49,1062.89
single_age,,18,girls,100 bk,lcm,86.59,80.39,74.19,71.09,67.99,64.89
single_age,,18,girls,200 bk,lcm,188.09,174.59,161.19,154.49,147.79,141.09
single_age,,18,girls,100 br,lcm,98.29,91.29,84.29,80.79,77.29,73.69
single_age,,18,girls,200 br,lcm,214.79,199.39,184.09,176.39,168.79,161.09
single_age,,18,girls,100 fl,lcm,84.19,78.19,72.19,69.19,66.19,63.09
single_age,,18,girls,200 fl,lcm,186.29,172.99,159.69,152.99,146.39,139.69
single_age,,18,girls,200 im,lcm,190.19,176.59,162.99,156.19,149.49,142.69
single_age,,18,girls,400 im,lcm,406.39,377.29,348.29,333.79,319.29,304.79
single_age,,18,boys,50 fr,lcm,23.99,25.09,26.29,27.39,29.69,31.99
single_age,,18,boys,100 fr,lcm,52.69,55.19,57.69,60.19,65.19,70.19
single_age,,18,boys,200 fr,lcm,115.19,120.69,126.19,131.59,142.59,153.59
single_age,,18,boys,400 fr,lcm,245.59,257.29,268.99,280.69,303.99,327.39
single_age,,18,boys,800 fr,lcm,514.29,538.79,563.29,587.69,636.69,685.69
single_age,,18,boys,1500 fr,lcm,984.09,1030.99,1077.79,1124.69,1218.39,1312.09
single_age,,18,boys,100 bk,lcm,58.69,61.39,64.19,66.99,72.59,78.19
single_age,,18,boys,200 bk,lcm,127.69,133.79,139.79,145.89,158.09,170.19
single_age,,18,boys,100 br,lcm,65.29,68.39,71.59,74.69,80.89,87.09
single_age,,18,boys,200 br,lcm,142.89,149.69,156.49,163.29,176.89,190.49
single_age,,18,boys,100 fl,lcm,56.29,58.89,61.59,64.29,69.69,74.99
single_age,,18,boys,200 fl,lcm,125.89,131.89,137.89,143.89,155.79,167.79
single_age,,18,boys,200 im,lcm,129.59,135.69,141.89,148.09,160.39,172.69
single_age,,18,boys,400 im,lcm,278.29,291.49,304.79,317.99,344.49,370.99
age_group,10_and_under,,girls,50 fr,scy,39.79,35.99,32.09,30.89,29.59,28.29
age_group,10_and_under,,girls,100 fr,scy,90.79,81.09,71.49,68.29,64.99,61.79
age_group,10_and_under,,girls,200 fr,scy,202.79,180.59,158.39,150.99,143.59,136.19
age_group,10_and_under,,girls,500 fr,scy,516.69,465.09,413.39,396.19,378.99,361.69
age_group,10_and_under,,girls,50 bk,scy,48.59,43.29,37.99,36.19,34.39,32.59
age_group,10_and_under,,girls,100 bk,scy,105.79,93.99,82.29,78.39,74.49,70.59
age_group,10_and_under,,girls,50 br,scy,54.59,48.69,42.79,40.89,38.89,36.89
age_group,10_and_under,,girls,100 br,scy,120.29,106.89,93.59,89.09,84.69,80.19
age_group,10_and_under,,girls,50 fl,scy,48.39,42.69,36.99,35.09,33.19,31.29
age_group,10_and_under,,girls,100 fl,scy,116.69,101.39,86.09,80.99,75.99,70.89
age_group,10_and_under,,girls,100 im,scy,104.29,93.19,82.09,78.39,74.69,70.99
age_group,10_and_under,,girls,200 im,scy,222.09,198.79,175.49,167.69,159.99,152.19
age_group,10_and_under,,girls,200 fr-r,scy,173.19,155.89,138.59,132.79,126.99,121.19
age_group,10_and_under,,girls,200 med-r,scy,194.99,175.49,155.99,149.49,142.99,136.49
age_group,10_and_under,,boys,50 fr,scy,27.49,28.69,29.89,31.09,34.59,38.19
age_group,10_and_under,,boys,100 fr,scy,60.69,63.79,66.79,69.79,78.89,87.99
age_group,10_and_under,,boys,200 fr,scy,132.69,138.99,145.29,151.59,170.59,189.49
age_group,10_and_under,,boys,500 fr,scy,352.99,369.79,386.59,403.39,453.79,504.29
age_group,10_and_under,,boys,50 bk,scy,32.19,33.99,35.79,37.59,42.89,48.29
age_group,10_and_under,,boys,100 bk,scy,68.99,72.49,76.09,79.59,90.09,100.69
age_group,10_and_under,,boys,50 br,scy,36.39,38.29,40.19,42.09,47.69,53.39
age_group,10_and_under,,boys,100 br,scy,78.79,82.69,86.59,90.59,102.29,114.09
age_group,10_and_under,,boys,50 fl,scy,30.79,32.59,34.29,35.99,41.29,46.49
age_group,10_and_under,,boys,100 fl,scy,69.79,74.59,79.49,84.39,98.99,113.49
age_group,10_and_under,,boys,100 im,scy,69.79,73.09,76.39,79.69,89.69,99.69
age_group,10_and_under,,boys,200 im,scy,150.89,158.39,165.89,173.49,195.99,218.59
age_group,10_and_under,,boys,200 fr-r,scy,120.19,125.89,131.59,137.29,154.49,171.69
age_group,10_and_under,,boys,200 med-r,scy,135.39,141.79,148.29,154.69,173.99,193.39
age_group,11-12,,girls,50 fr,scy,33.99,31.69,29.29,28.09,26.99,25.79
age_group,11-12,,girls,100 fr,scy,74.69,69.39,63.99,61.39,58.69,55.99
age_group,11-12,,girls,200 fr,scy,162.59,150.89,139.29,133.49,127.69,121.89
age_group,11-12,,girls,500 fr,scy,436.89,405.69,374.49,358.89,343.29,327.69
age_group,11-12,,girls,1000 fr,scy,902.69,838.19,773.79,741.49,709.29,676.99
age_group,11-12,,girls,1650 fr,scy,1507.39,1399.69,1292.09,1238.19,1184.39,1130.59
age_group,11-12,,girls,50 bk,scy,38.79,35.99,33.19,31.79,30.49,29.09
age_group,11-12,,girls,100 bk,scy,86.59,79.79,72.99,69.59,66.19,62.69
age_group,11-12,,girls,200 bk,scy,179.49,166.69,153.89,147.49,140.99,134.59
age_group,11-12,,girls,50 br,scy,43.99,40.89,37.69,36.19,34.59,32.99
age_group,11-12,,girls,100 br,scy,96.49,89.29,82.19,78.59,75.09,71.49
age_group,11-12,,girls,200 br,scy,205.69,190.99,176.29,168.99,161.69,154.29
age_group,11-12,,girls,50 fl,scy,36.89,34.29,31.59,30.29,28.99,27.69
age_group,11-12,,girls,100 fl,scy,85.79,78.89,72.09,68.59,65.19,61.79
age_group,11-12,,girls,200 fl,scy,183.39,170.29,157.19,150.59,144.09,137.59
age_group,11-12,,girls,100 im,scy,85.19,79.09,73.09,69.99,66.99,63.89
age_group,11-12,,girls,200 im,scy,183.89,170.69,157.59,150.99,144.49,137.89
age_group,11-12,,girls,400 im,scy,391.69,363.69,335.79,321.79,307.79,293.79
age_group,11-12,,girls,200 fr-r,scy,144.79,134.39,124.09,118.89,113.79,108.59
age_group,11-12,,girls,400 fr-r,scy,318.09,295.39,272.69,261.29,249.99,238.59
age_group,11-12,,girls,200 med-r,scy,161.19,149.69,138.19,132.39,126.69,120.89
age_group,11-12,,girls,400 med-r,scy,353.49,328.29,302.99,290.39,277.79,265.09
age_group,11-12,,boys,50 fr,scy,24.59,25.79,26.99,28.09,30.49,32.79
age_group,11-12,,boys,100 fr,scy,53.59,56.19,58.69,61.29,66.39,71.49
age_group,11-12,,boys,200 fr,scy,116.99,122.59,128.19,133.69,144.89,155.99
age_group,11-12,,boys,500 fr,scy,314.99,329.99,344.99,359.99,389.99,419.89
age_group,11-12,,boys,1000 fr,scy,662.59,694.19,725.79,757.29,820.39,883.49
age_group,11-12,,boys,1650 fr,scy,1100.79,1153.19,1205.59,1258.09,1362.89,1467.69
age_group,11-12,,boys,50 bk,scy,28.19,29.69,31.19,32.69,35.59,38.49
age_group,11-12,,boys,100 bk,scy,59.49,62.79,65.99,69.29,75.69,82.19
age_group,11-12,,boys,200 bk,scy,129.69,135.89,141.99,148.19,160.49,172.89
age_group,11-12,,boys,50 br,scy,31.49,33.29,34.99,36.69,40.09,43.49
age_group,11-12,,boys,100 br,scy,67.79,71.39,74.89,78.39,85.49,92.59
age_group,11-12,,boys,200 br,scy,147.29,154.39,161.39,168.39,182.39,196.39
age_group,11-12,,boys,50 fl,scy,26.69,28.19,29.69,31.19,34.19,37.09
age_group,11-12,,boys,100 fl,scy,59.09,62.49,65.89,69.29,76.09,82.89
age_group,11-12,,boys,200 fl,scy,132.39,138.69,144.99,151.39,163.99,176.59
age_group,11-12,,boys,100 im,scy,61.09,63.99,66.99,69.99,75.89,81.89
age_group,11-12,,boys,200 im,scy,132.09,138.79,145.59,152.29,165.79,179.29
age_group,11-12,,boys,400 im,scy,282.79,296.29,309.79,323.19,350.09,377.09
age_group,11-12,,boys,200 fr-r,scy,104.39,109.29,114.29,119.29,129.19,139.09
age_group,11-12,,boys,400 fr-r,scy,230.09,240.99,251.99,262.89,284.79,306.79
age_group,11-12,,boys,200 med-r,scy,115.59,121.09,126.59,132.09,143.09,154.09
age_group,11-12,,boys,400 med-r,scy,254.79,266.99,279.09,291.19,315.49,339.79
age_group,13-14,,girls,50 fr,scy,32.49,30.19,27.89,26.69,25.59,24.39
age_group,13-14,,girls,100 fr,scy,70.99,65.89,60.89,58.29,55.79,53.29
age_group,13-14,,girls,200 fr,scy,153.59,142.69,131.69,126.19,120.69,115.29
age_group,13-14,,girls,500 fr,scy,412.19,382.79,353.39,338.59,323.89,309.19
age_group,13-14,,girls,1000 fr,scy,851.09,790.29,729.49,699.09,668.69,638.29
age_group,13-14,,girls,1650 fr,scy,1422.89,1321.19,1219.59,1168.79,1117.99,1067.19
age_group,13-14,,girls,50 bk,scy,36.19,33.69,31.09,29.79,28.49,27.19
age_group,13-14,,girls,100 bk,scy,76.89,71.39,65.89,63.19,60.49,57.69
age_group,13-14,,girls,200 bk,scy,166.39,154.49,142.59,136.69,130.69,124.79
age_group,13-14,,girls,50 br,scy,42.09,39.09,36.09,34.59,33.09,31.59
age_group,13-14,,girls,100 br,scy,88.69,82.29,75.99,72.89,69.69,66.49
age_group,13-14,,girls,200 br,scy,190.99,177.39,163.79,156.89,150.09,143.29
age_group,13-14,,girls,50 fl,scy,35.79,33.29,30.69,29.39,28.19,26.89
age_group,13-14,,girls,100 fl,scy,76.79,71.29,65.89,63.09,60.39,57.59
age_group,13-14,,girls,200 fl,scy,171.19,158.99,146.69,140.59,134.49,128.39
age_group,13-14,,girls,200 im,scy,171.79,159.49,147.19,141.09,134.99,128.79
age_group,13-14,,girls,400 im,scy,365.79,339.69,313.49,300.49,287.39,274.29
age_group,13-14,,girls,200 fr-r,scy,136.29,126.59,116.89,111.99,107.09,102.29
age_group,13-14,,girls,400 fr-r,scy,297.29,275.99,254.79,244.19,233.59,222.99
age_group,13-14,,girls,800 fr-r,scy,649.19,602.79,556.39,533.29,510.09,486.89
age_group,13-14,,girls,200 med-r,scy,149.89,139.19,128.49,123.09,117.79,112.39
age_group,13-14,,girls,400 med-r,scy,326.89,303.59,280.19,268.59,256.89,245.19
age_group,13-14,,boys,50 fr,scy,22.39,23.49,24.59,25.59,27.69,29.89
age_group,13-14,,boys,100 fr,scy,48.69,51.09,53.39,55.69,60.29,64.99
age_group,13-14,,boys,200 fr,scy,106.89,111.99,117.09,122.19,132.29,142.49
age_group,13-14,,boys,500 fr,scy,289.29,303.09,316.89,330.59,358.19,385.69
age_group,13-14,,boys,1000 fr,scy,598.49,626.99,655.49,683.99,740.99,797.99
age_group,13-14,,boys,1650 fr,scy,1007.19,1055.19,1103.09,1151.09,1246.99,1342.89
age_group,13-14,,boys,50 bk,scy,25.29,26.49,27.69,28.89,31.29,33.69
age_group,13-14,,boys,100 bk,scy,53.49,55.99,58.59,61.09,66.19,71.29
age_group,13-14,,boys,200 bk,scy,115.99,121.59,127.09,132.59,143.69,154.69
age_group,13-14,,boys,50 br,scy,28.89,30.29,31.69,33.09,35.79,38.59
age_group,13-14,,boys,100 br,scy,60.39,63.29,66.19,68.99,74.79,80.49
age_group,13-14,,boys,200 br,scy,131.19,137.39,143.59,149.89,162.39,174.89
age_group,13-14,,boys,50 fl,scy,24.89,26.09,27.19,28.39,30.79,33.19
age_group,13-14,,boys,100 fl,scy,52.89,55.39,57.89,60.39,65.49,70.49
age_group,13-14,,boys,200 fl,scy,117.59,123.19,128.79,134.39,145.59,156.79
age_group,13-14,,boys,200 im,scy,118.49,124.09,129.79,135.39,146.69,157.99
age_group,13-14,,boys,400 im,scy,253.29,265.39,277.39,289.49,313.59,337.69
age_group,13-14,,boys,200 fr-r,scy,93.69,98.19,102.59,107.09,115.99,124.89
age_group,13-14,,boys,400 fr-r,scy,204.89,214.59,224.39,234.19,253.69,273.19
age_group,13-14,,boys,800 fr-r,scy,453.29,474.89,496.39,517.99,561.19,604.39
age_group,13-14,,boys,200 med-r,scy,103.69,108.59,113.59,118.49,128.39,138.19
age_group,13-14,,boys,400 med-r,scy,224.49,235.19,245.89,256.49,277.89,299.29
age_group,15-16,,girls,50 fr,scy,31.79,29.49,27.29,26.09,24.99,23.89
age_group,15-16,,girls,100 fr,scy,68.79,63.79,58.89,56.49,53.99,51.59
age_group,15-16,,girls,200 fr,scy,148.99,138.39,127.69,122.39,117.09,111.79
age_group,15-16,,girls,500 fr,scy,400.99,372.39,343.69,329.39,315.09,300.79
age_group,15-16,,girls,1000 fr,scy,832.89,773.49,713.99,684.19,654.49,624.69
age_group,15-16,,girls,1650 fr,scy,1395.89,1296.19,1196.49,1146.69,1096.79,1046.89
age_group,15-16,,girls,100 bk,scy,74.69,69.39,64.09,61.39,58.69,56.09
age_group,15-16,,girls,200 bk,scy,162.19,150.59,139.09,133.29,127.49,121.69
age_group,15-16,,girls,100 br,scy,85.89,79.79,73.69,70.59,67.49,64.49
age_group,15-16,,girls,200 br,scy,185.99,172.69,159.39,152.79,146.19,139.49
age_group,15-16,,girls,100 fl,scy,74.39,69.09,63.79,61.09,58.39,55.79
age_group,15-16,,girls,200 fl,scy,165.79,153.99,142.09,136.19,130.29,124.39
age_group,15-16,,girls,200 im,scy,166.19,154.29,142.39,136.49,130.59,124.59
age_group,15-16,,girls,400 im,scy,354.99,329.69,304.29,291.59,278.99,266.29
age_group,15-16,,girls,200 fr-r,scy,135.19,125.59,115.89,111.09,106.29,101.39
age_group,15-16,,girls,400 fr-r,scy,294.89,273.79,252.79,242.29,231.69,221.19
age_group,15-16,,girls,800 fr-r,scy,647.79,601.59,555.29,532.19,508.99,485.89
age_group,15-16,,girls,200 med-r,scy,148.09,137.49,126.99,121.69,116.39,111.09
age_group,15-16,,girls,400 med-r,scy,323.29,300.19,277.09,265.59,253.99,242.49
age_group,15-16,,boys,50 fr,scy,21.19,22.19,23.19,24.19,26.29,28.29
age_group,15-16,,boys,100 fr,scy,46.49,48.79,50.99,53.19,57.59,61.99
age_group,15-16,,boys,200 fr,scy,101.99,106.89,111.79,116.59,126.29,135.99
age_group,15-16,,boys,500 fr,scy,276.29,289.49,302.69,315.79,342.09,368.39
age_group,15-16,,boys,1000 fr,scy,578.89,606.39,633.99,661.59,716.69,771.79
age_group,15-16,,boys,1650 fr,scy,964.99,1010.89,1056.89,1102.79,1194.69,1286.59
age_group,15-16,,boys,100 bk,scy,50.69,53.09,55.49,57.89,62.69,67.49
age_group,15-16,,boys,200 bk,scy,110.69,115.99,121.29,126.59,137.09,147.59
age_group,15-16,,boys,100 br,scy,57.69,60.39,63.19,65.89,71.39,76.89
age_group,15-16,,boys,200 br,scy,125.29,131.29,137.29,143.19,155.19,167.09
age_group,15-16,,boys,100 fl,scy,50.39,52.79,55.19,57.59,62.39,67.19
age_group,15-16,,boys,200 fl,scy,112.69,118.09,123.39,128.79,139.49,150.19
age_group,15-16,,boys,200 im,scy,113.19,118.59,123.99,129.39,140.19,150.89
age_group,15-16,,boys,400 im,scy,241.59,253.19,264.69,276.19,299.19,322.19
age_group,15-16,,boys,200 fr-r,scy,91.39,95.69,100.09,104.39,113.09,121.79
