Age,Gender,Event,Course,B,BB,A,AA,AAA,AAAA
17,Girls,200 FL,SCY,165.09,153.29,141.49,135.59,129.69,123.79
17,Girls,200 IM,SCY,166.19,154.29,142.39,136.49,130.59,124.59
17,Girls,400 IM,SCY,354.09,328.79,303.49,290.89,278.19,265.59
17,Boys,50 FR,SCY,21.09,22.09,23.09,24.09,26.09,28.09
17,Boys,100 FR,SCY,46.09,48.29,50.39,52.59,56.99,61.39
17,Boys,200 FR,SCY,101.49,106.39,111.19,115.99,125.69,135.39
17,Boys,500 FR,SCY,275.49,288.59,301.69,314.89,341.09,367.29
17,Boys,1000 FR,SCY,576.99,604.49,631.99,659.39,714.39,769.29
17,Boys,1650 FR,SCY,963.89,1009.79,1055.69,1101.59,1193.39,1285.19
17,Boys,100 BK,SCY,50.09,52.49,54.89,57.29,62.09,66.79
17,Boys,200 BK,SCY,109.59,114.79,119.99,125.19,135.69,146.09
17,Boys,100 BR,SCY,56.69,59.39,62.09,64.69,70.09,75.49
17,Boys,200 BR,SCY,123.19,129.09,134.89,140.79,152.49,164.19
17,Boys,100 FL,SCY,49.59,51.99,54.29,56.69,61.39,66.09
17,Boys,200 FL,SCY,111.59,116.89,122.19,127.49,138.19,148.79
17,Boys,200 IM,SCY,112.19,117.49,122.89,128.19,138.89,149.59
17,Boys,400 IM,SCY,241.49,252.99,264.49,275.99,298.99,321.99
18,Girls,50 FR,SCY,31.49,29.29,26.99,25.89,24.79,23.69
18,Girls,100 FR,SCY,68.39,63.49,58.59,56.19,53.79,51.29
18,Girls,200 FR,SCY,148.59,137.99,127.39,122.09,116.79,111.39
18,Girls,500 FR,SCY,398.19,369.69,341.29,327.09,312.89,298.59
18,Girls,1000 FR,SCY,834.39,774.79,715.19,685.39,655.59,625.79
18,Girls,1650 FR,SCY,1375.39,1277.19,1178.89,1129.79,1080.69,1031.59
18,Girls,100 BK,SCY,74.39,69.09,63.79,61.09,58.49,55.79
18,Girls,200 BK,SCY,161.79,150.19,138.69,132.89,127.09,121.39
18,Girls,100 BR,SCY,85.19,79.09,72.99,69.99,66.89,63.89
18,Girls,200 BR,SCY,184.89,171.69,158.49,151.89,145.29,138.69
18,Girls,100 FL,SCY,73.89,68.59,63.29,60.69,57.99,55.39
18,Girls,200 FL,SCY,163.59,151.89,140.19,134.39,128.49,122.69
18,Girls,200 IM,SCY,166.09,154.29,142.39,136.49,130.49,124.59
18,Girls,400 IM,SCY,353.89,328.59,303.39,290.69,278.09,265.39
18,Boys,50 FR,SCY,20.69,21.69,22.69,23.69,25.69,27.59
18,Boys,100 FR,SCY,45.49,47.69,49.89,51.99,56.39,60.69
18,Boys,200 FR,SCY,100.59,105.39,110.19,114.89,124.49,134.09
18,Boys,500 FR,SCY,273.59,286.69,299.69,312.69,338.79,364.79
18,Boys,1000 FR,SCY,574.89,602.29,629.59,656.99,711.79,766.49
18,Boys,1650 FR,SCY,958.19,1003.79,1049.39,1094.99,1186.29,1277.49
18,Boys,100 BK,SCY,49.19,51.59,53.89,56.19,60.89,65.59
18,Boys,200 BK,SCY,108.29,113.49,118.59,123.79,134.09,144.39
18,Boys,100 BR,SCY,56.19,58.89,61.59,64.19,69.59,74.89
18,Boys,200 BR,SCY,122.19,127.99,133.79,139.59,151.29,162.89
18,Boys,100 FL,SCY,49.19,51.59,53.89,56.19,60.89,65.59
18,Boys,200 FL,SCY,110.69,115.89,121.19,126.49,136.99,147.49
18,Boys,200 IM,SCY,110.89,116.19,121.49,126.79,137.29,147.89
18,Boys,400 IM,SCY,239.39,250.79,262.19,273.59,296.39,319.09

